2024-05-08 12:45:24,608 INFO    StreamThr :7540 [internal.py:wandb_internal():86] W&B internal server running at pid: 7540, started at: 2024-05-08 12:45:24.607442
2024-05-08 12:45:24,612 DEBUG   HandlerThread:7540 [handler.py:handle_request():146] handle_request: status
2024-05-08 12:45:24,613 INFO    WriterThread:7540 [datastore.py:open_for_write():85] open: C:\Users\strel\OneDrive\Desktop\Politehnica_Bucharest\1st year\Semester 2\Projet NLP\TAP\wandb\run-20240508_124524-fsrcc3do\run-fsrcc3do.wandb
2024-05-08 12:45:24,613 DEBUG   SenderThread:7540 [sender.py:send():382] send: header
2024-05-08 12:45:24,661 DEBUG   SenderThread:7540 [sender.py:send():382] send: run
2024-05-08 12:45:25,631 INFO    SenderThread:7540 [dir_watcher.py:__init__():211] watching files in: C:\Users\strel\OneDrive\Desktop\Politehnica_Bucharest\1st year\Semester 2\Projet NLP\TAP\wandb\run-20240508_124524-fsrcc3do\files
2024-05-08 12:45:25,631 INFO    SenderThread:7540 [sender.py:_start_run_threads():1136] run started: fsrcc3do with start time 1715161524.609971
2024-05-08 12:45:25,653 DEBUG   HandlerThread:7540 [handler.py:handle_request():146] handle_request: check_version
2024-05-08 12:45:25,653 DEBUG   SenderThread:7540 [sender.py:send_request():409] send_request: check_version
2024-05-08 12:45:26,430 DEBUG   HandlerThread:7540 [handler.py:handle_request():146] handle_request: run_start
2024-05-08 12:45:26,467 DEBUG   HandlerThread:7540 [system_info.py:__init__():32] System info init
2024-05-08 12:45:26,467 DEBUG   HandlerThread:7540 [system_info.py:__init__():47] System info init done
2024-05-08 12:45:26,467 INFO    HandlerThread:7540 [system_monitor.py:start():194] Starting system monitor
2024-05-08 12:45:26,467 INFO    SystemMonitor:7540 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-08 12:45:26,467 INFO    HandlerThread:7540 [system_monitor.py:probe():214] Collecting system info
2024-05-08 12:45:26,469 INFO    SystemMonitor:7540 [interfaces.py:start():190] Started cpu monitoring
2024-05-08 12:45:26,469 INFO    SystemMonitor:7540 [interfaces.py:start():190] Started disk monitoring
2024-05-08 12:45:26,474 INFO    SystemMonitor:7540 [interfaces.py:start():190] Started gpu monitoring
2024-05-08 12:45:26,474 INFO    SystemMonitor:7540 [interfaces.py:start():190] Started memory monitoring
2024-05-08 12:45:26,490 INFO    SystemMonitor:7540 [interfaces.py:start():190] Started network monitoring
2024-05-08 12:45:26,490 DEBUG   HandlerThread:7540 [system_info.py:probe():196] Probing system
2024-05-08 12:45:26,490 DEBUG   HandlerThread:7540 [system_info.py:_probe_git():181] Probing git
2024-05-08 12:45:26,584 DEBUG   HandlerThread:7540 [system_info.py:_probe_git():189] Probing git done
2024-05-08 12:45:26,584 DEBUG   HandlerThread:7540 [system_info.py:probe():244] Probing system done
