2024-05-08 12:40:35,730 INFO    StreamThr :25468 [internal.py:wandb_internal():86] W&B internal server running at pid: 25468, started at: 2024-05-08 12:40:35.730117
2024-05-08 12:40:35,740 DEBUG   HandlerThread:25468 [handler.py:handle_request():146] handle_request: status
2024-05-08 12:40:35,745 INFO    WriterThread:25468 [datastore.py:open_for_write():85] open: C:\Users\strel\OneDrive\Desktop\Politehnica_Bucharest\1st year\Semester 2\Projet NLP\TAP\wandb\run-20240508_124035-2j1fkgo4\run-2j1fkgo4.wandb
2024-05-08 12:40:35,746 DEBUG   SenderThread:25468 [sender.py:send():382] send: header
2024-05-08 12:40:35,797 DEBUG   SenderThread:25468 [sender.py:send():382] send: run
2024-05-08 12:40:36,876 INFO    SenderThread:25468 [dir_watcher.py:__init__():211] watching files in: C:\Users\strel\OneDrive\Desktop\Politehnica_Bucharest\1st year\Semester 2\Projet NLP\TAP\wandb\run-20240508_124035-2j1fkgo4\files
2024-05-08 12:40:36,877 INFO    SenderThread:25468 [sender.py:_start_run_threads():1136] run started: 2j1fkgo4 with start time 1715161235.730117
2024-05-08 12:40:36,906 DEBUG   HandlerThread:25468 [handler.py:handle_request():146] handle_request: check_version
2024-05-08 12:40:36,906 DEBUG   SenderThread:25468 [sender.py:send_request():409] send_request: check_version
2024-05-08 12:40:37,690 DEBUG   HandlerThread:25468 [handler.py:handle_request():146] handle_request: run_start
2024-05-08 12:40:37,722 DEBUG   HandlerThread:25468 [system_info.py:__init__():32] System info init
2024-05-08 12:40:37,722 DEBUG   HandlerThread:25468 [system_info.py:__init__():47] System info init done
2024-05-08 12:40:37,722 INFO    HandlerThread:25468 [system_monitor.py:start():194] Starting system monitor
2024-05-08 12:40:37,722 INFO    SystemMonitor:25468 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-08 12:40:37,722 INFO    HandlerThread:25468 [system_monitor.py:probe():214] Collecting system info
2024-05-08 12:40:37,729 INFO    SystemMonitor:25468 [interfaces.py:start():190] Started cpu monitoring
2024-05-08 12:40:37,729 INFO    SystemMonitor:25468 [interfaces.py:start():190] Started disk monitoring
2024-05-08 12:40:37,731 INFO    SystemMonitor:25468 [interfaces.py:start():190] Started gpu monitoring
2024-05-08 12:40:37,731 INFO    SystemMonitor:25468 [interfaces.py:start():190] Started memory monitoring
